USAF,WBAN,Station_Name,CTRY,ST,Call,LAT,LON,ELEV,BEGIN,END
471580,99999,GWANGJU,KS,RKJJ,+35.126,126.809,11.9,19531201.0,2023-08-29,
471590,99999,BUSAN,KS,RKPP,+35.100,129.033,71.0,19730101.0,2025-03-10,
471600,99999,GUDEOKSAN,KS,+35.117,+129.000,532.0,20041104.0,20041104.0,,
471610,43240,SACHEON,AB,KS,RKPS,35.083,128.083,8.0,1973-01-01,2023-08-29
471610,99999,SACHEON,AB,KS,RKPS,35.089,128.07,7.6,2000-01-01,2004-12-31
471620,99999,TONGYEONG,KS,+34.850,+128.433,33.3,19730101.0,20250310.0,,
471650,99999,MOKPO,KS,+34.817,+126.383,39.0,19730101.0,20250310.0,,
471660,99999,MOKPO,AIRPORT,KS,+34.767,126.383,5.0,19740210.0,1974-02-10,
471670,99999,YEOSU,KS,RKJY,+34.842,127.617,16.2,19741117.0,2023-06-29,
471680,99999,YEOSU,KS,+34.733,+127.750,67.0,19730101.0,20250310.0,,
471690,99999,HEUKSANDO,KS,+34.687,+125.451,68.5,20010705.0,20250310.0,,
471700,99999,WANDO,KS,+34.400,+126.700,35.0,19830201.0,20250310.0,,
471710,99999,JEONGEUP,KS,+35.550,+126.867,39.0,20090108.0,20250310.0,,
471720,99999,GOCHANG,KS,+35.349,+126.599,55.0,20090108.0,20250310.0,,
471730,99999,NAMWON,KS,+35.417,+127.400,132.5,20090108.0,20250310.0,,
471740,99999,SUNCHEON,KS,+35.017,+127.367,166.9,19890601.0,20250310.0,,
471750,99999,JINDO,RADAR,KS,+34.467,126.333,478.0,20030330.0,2019-07-31,
471790,99999,ULNEUNGDO,KS,+37.500,+130.867,968.0,19890503.0,20250308.0,,
471820,99999,JEJU,INTL,KS,RKPC,33.511,126.493,36.0,1973-01-01,2025-03-10
471840,99999,JEJU,KS,+33.517,+126.533,23.0,19510131.0,20250310.0,,
471850,43263,GOSAN,KS,+33.294,+126.163,71.0,19880312.0,20250310.0,,
471850,99999,GOSAN,KS,+33.294,+126.163,70.9,20000101.0,20041231.0,,
471870,43263,MOSULPO,(KOR-AFB),KS,RKPM,33.2,126.267,27.1,2022-07-07,2025-03-08
471870,99999,MOSULPO,(KOR-AFB),KS,RKPM,33.2,126.267,27.0,1954-07-29,2021-07-27
471880,99999,SEONGSAN,KS,+33.383,+126.867,18.0,20101208.0,20250310.0,,
471890,99999,SEOGWIPO,KS,+33.250,+126.567,51.0,19730101.0,20250310.0,,
471910,99999,IRI,KS,+35.917,+126.950,8.0,20011002.0,20030923.0,,
471920,99999,JINJU,KS,+35.167,+128.033,29.9,19730101.0,20250310.0,,
471933,99999,SONGMU,(KOR-AFB),&,KS,36.567,127.5,79.0,1987-06-29,1991-06-11
471963,99999,YEONPYEONGDO,KS,+34.667,+125.683,-999.0,19880301.0,19900516.0,,
471990,99999,YONG,JUNG-RI,KS,+35.433,126.433,37.0,19800216.0,2002-08-10,
471999,99999,YONG,JUNG-RI,KS,RKJO,35.433,126.433,37.0,1973-01-01,1980-01-05
472020,99999,NAYORO-ON-HOKKAIDO,JA,+44.367,+142.467,89.0,19730101.0,19780804.0,,
472025,99999,RISHIRI,JA,RJER,+45.242,141.186,34.1,19750521.0,1997-12-31,
472050,99999,ISHIKARINUMATA,JA,+43.800,+141.950,63.0,19730101.0,20020602.0,,
472070,99999,TAKIKAWA,JA,+43.567,+141.950,48.0,19730102.0,20011001.0,,
472130,99999,FURANO-ON-HOKKAIDO,JA,+43.333,+142.400,174.0,19730101.0,19780422.0,,
472140,99999,YUBARI-ON-HOKKAIDO,JA,+43.033,+141.967,293.0,19730101.0,19780511.0,,
472150,99999,KITAMI-ON-HOKKAIDO,JA,+43.817,+143.917,84.0,19730101.0,20020207.0,,
472160,99999,NUKABIRA,JA,+43.367,+143.200,540.0,19730101.0,19760901.0,,
472180,99999,19730101,19750331,,,,,,,
472185,99999,OKUSHIRI,JA,RJEO,+42.073,139.43,54.9,19750521.0,1997-12-31,
472260,99999,19730101,19750401,,,,,,,
472310,99999,HIROSAKI-IN-TOHOKU,JA,+40.617,+140.467,30.0,19740503.0,20020426.0,,
472330,99999,TAKANOSU-IN-TOHOKU,JA,+40.233,+140.383,29.0,19740503.0,19770502.0,,
472390,99999,YOKOTE,JA,+39.317,+140.550,59.0,19740503.0,19780219.0,,
472410,99999,19740503,19750331,,,,,,,
472560,99999,OBANAZAWA,JA,+38.600,+140.417,98.0,19740503.0,20030129.0,,
472590,99999,ICHINOSEKI,JA,+38.917,+141.133,68.0,19740503.0,20020601.0,,
472630,99999,TADAMI-IN-TOHOKU,JA,+37.333,+139.317,377.0,19731129.0,20030218.0,,
472660,99999,YONEZAWA-IN-TOHOKU,JA,+37.917,+140.117,239.0,19740503.0,19770430.0,,
472680,99999,KORIYAMA-IN-TOHOKU,JA,+37.383,+140.367,255.0,19740503.0,20021220.0,,
472720,99999,NAGAOKA-IN-CHUBU,JA,+37.450,+138.850,21.0,19730101.0,20010708.0,,
472760,99999,TONAMI-IN-CHUBU,JA,+36.633,+136.933,50.0,19730101.0,19740331.0,,
472850,99999,19740720,19740831,,,,,,,
472900,99999,IKARI,JA,+36.900,+139.700,512.0,20020124.0,20020124.0,,
472940,99999,19740720,19750906,,,,,,,
472970,99999,OTAWARA,JA,+36.867,+140.033,213.0,19740720.0,20020417.0,,
473020,99999,ONO-IN-CHUBU,JA,+35.983,+136.483,175.0,19730101.0,19780815.0,,
473040,99999,SHIROTORI-IN-CHUBU,JA,+35.867,+136.867,372.0,20010726.0,20020523.0,,
473070,99999,MITAKE,JA,+35.850,+137.633,870.0,19730101.0,19760331.0,,
473080,99999,HAGIWARA-IN-CHUBU,JA,+35.867,+137.217,431.0,20020104.0,20040608.0,,
473120,99999,ENA-IN-CHUBU,JA,+35.450,+137.400,315.0,20011109.0,20020909.0,,
473150,99999,19730101,19730331,,,,,,,
473160,99999,19730101,19750315,,,,,,,
473250,99999,MIYAGAWA-IN-KANSAI,JA,+34.283,+136.217,202.0,20011127.0,20011127.0,,
473460,99999,SHOBARA-IN-CHUGOKU,JA,+34.867,+133.033,300.0,20050517.0,20050517.0,,
473530,99999,IKOMAYANA,JA,+34.667,+135.667,633.0,19800706.0,19840410.0,,
473620,99999,OZU-ON-SHIKOKU,JA,+33.500,+132.550,68.0,20011105.0,20011105.0,,
474010,99999,WAKKANAI,JA,+45.417,+141.683,11.7,19521231.0,20250310.0,,
474020,99999,KITAMIESASHI,JA,+44.933,+142.583,8.4,19521231.0,20250310.0,,
474030,99999,YAGISHIRITO,(LGT-H),JA,+44.433,141.433,40.0,19730101.0,2004-05-08,
474040,99999,HABORO,JA,+44.367,+141.700,9.6,19521231.0,20250310.0,,
474050,99999,OMU,JA,+44.583,+142.967,15.9,19521231.0,20250310.0,,
474060,99999,RUMOI,JA,+43.950,+141.633,24.3,19521231.0,20250310.0,,
474070,99999,ASAHIKAWA,JA,+43.750,+142.367,140.0,19521231.0,20250310.0,,
474090,99999,ABASHIRI,JA,+44.017,+144.283,43.5,19521231.0,20250310.0,,
474110,99999,OTARU,JA,+43.183,+141.017,26.3,19521231.0,20250310.0,,
474120,99999,SAPPORO,JA,+43.067,+141.333,26.2,19521231.0,20250310.0,,
474130,99999,IWAMIZAWA,JA,+43.217,+141.783,51.5,19521231.0,20250310.0,,
474150,99999,SAPPORO/KENASHIYAMA,JA,+43.133,+141.017,700.0,19990109.0,20010725.0,,
474170,99999,OBIHIRO,JA,+42.917,+143.217,43.7,19521231.0,20250310.0,,
474180,99999,KUSHIRO/KENEBETSU,JA,RJCS,+42.983,144.4,37.0,19521231.0,2025-03-10,
474200,99999,NEMURO,JA,+43.333,+145.583,27.2,19521231.0,20250310.0,,
474210,99999,SUTTSU,JA,+42.800,+140.217,35.1,19521231.0,20250310.0,,
474230,99999,MURORAN/YAKUMO,JA,RJCY,+42.317,140.983,49.0,19521231.0,2025-03-10,
474240,99999,TOMAKOMAI,JA,+42.617,+141.550,7.9,19521231.0,20250310.0,,
474250,99999,NEW,CHITOSE,JA,RJCC,42.775,141.692,25.0,1945-10-31,2025-03-10
474260,99999,URAKAWA,JA,+42.167,+142.783,38.5,19521231.0,20250310.0,,
474270,99999,ERIMO,(CAPE/LGT-H),JA,+41.917,143.25,63.0,19730101.0,2002-05-20,
474280,99999,ESASHI,JA,+41.867,+140.117,12.1,19521231.0,20250310.0,,
474290,99999,MORI,JA,+42.100,+140.567,27.0,19521231.0,19641231.0,,
474300,99999,HAKODATE,JA,+41.817,+140.750,43.9,19521231.0,20250310.0,,
474310,99999,ESAN,(CAPE/LGT-H),JA,+41.817,141.183,36.0,19730101.0,1997-10-09,
474320,99999,HAKODATE/YOKOTSUDAKE,JA,+41.933,+140.783,1111.0,19990127.0,19991124.0,,
474330,99999,KUTCHAN,JA,+42.900,+140.750,188.1,19730101.0,20250310.0,,
474340,99999,CHITOSE,JA,RJCJ,+42.794,141.666,26.5,19880901.0,2025-03-10,
474350,99999,MOMBETSU,JA,+44.350,+143.350,17.7,19730101.0,20250310.0,,
474400,99999,HIROO,JA,+42.300,+143.317,34.2,19730101.0,20250310.0,,
474410,99999,WAKKANAI,JA,RJCW,+45.404,141.801,9.1,19730101.0,2025-03-10,
474415,99999,REBUN,ISLAND,JA,RJCR,45.45,141.033,27.0,1979-09-11,1997-12-31
474510,99999,AONAE,(LGT-H),JA,+42.050,139.45,16.0,19730101.0,1990-03-28,
474520,99999,SHAKOTAN,(CAPE/LH),JA,+43.367,140.467,117.0,19730101.0,2002-05-12,
474720,99999,RISHIRI,AIRPORT,JA,+45.233,141.2,33.0,19990128.0,2002-04-21,
474740,99999,MONBETSU,JA,RJEB,+44.304,143.404,24.4,19730401.0,2025-03-10,
474760,99999,ASAHIKAWA,JA,RJEC,+43.671,142.448,219.8,19730101.0,2025-03-10,
474770,99999,ASAHIKAWA,JA,RJCA,+43.795,142.363,114.9,19730103.0,2025-03-10,
474780,99999,BOGUS,JAPANESE,JA,19870306,20020610.0,,,,
474790,99999,SAPPORO,JA,RJCO,+43.116,141.38,7.6,19730101.0,2025-03-10,
474800,99999,MEMAMBETSU,JA,+43.917,+144.183,40.0,19981224.0,20011010.0,,
474810,99999,MEMANBETSU,JA,RJCM,+43.881,144.164,41.1,19730101.0,2025-03-10,
474830,99999,NAKASHIBETSU,JA,RJCN,+43.578,144.96,71.3,19730410.0,2025-03-10,
474870,99999,NEW,CHITOSE,AIRPORT,JA,42.783,141.7,21.3,2007-02-26,2007-02-28
474880,99999,HAKODATE,JA,RJCH,+41.770,140.822,46.0,19730101.0,2025-03-10,
474890,99999,KUSHIRO,JA,RJCK,+43.041,144.193,99.7,19730101.0,2025-03-10,
474900,99999,OBIHIRO,JA,RJCB,+42.733,143.217,153.9,19730101.0,2025-03-10,
474905,99999,TOKACHI,JA,RJCT,+42.891,143.158,85.6,19810506.0,2025-03-10,
475000,99999,WAJIMA,JA,+37.383,+136.900,14.0,19990429.0,20021008.0,,
475120,99999,OFUNATO,JA,+39.067,+141.717,38.4,19730101.0,20250310.0,,
475125,99999,OJIKA,JA,19860125,19890531,,,,,
475150,99999,HACHINOHE,JA,RJSH,+40.556,141.466,46.3,19730101.0,2025-03-10,
475160,99999,OMINATO,(JASDF),JA,RJSO,41.233,141.133,10.0,1973-01-01,1997-12-31
475170,99999,OMINATO,JA,+41.233,+141.150,10.0,19750407.0,19971231.0,,
475200,99999,SHINJO,JA,+38.750,+140.317,102.0,19730101.0,20250310.0,,
475420,99999,AOMORI,JA,RJSA,+40.735,140.691,202.4,19730101.0,2025-03-10,
475450,99999,AKITA,JA,RJSK,+39.616,140.219,95.4,19730101.0,2025-03-10,
475490,99999,HANAMAKI,JA,RJSI,+39.429,141.135,90.5,19730101.0,2025-03-10,
475530,99999,YAMAGATA,JA,RJSC,+38.412,140.371,107.6,19730101.0,2025-03-10,
475570,99999,FUKUSHIMA,JA,RJSF,+37.227,140.431,372.2,19950826.0,2025-03-10,
475670,99999,KASUMINOME,(JASDF),JA,RJSU,38.233,140.917,10.0,1973-01-03,1997-12-26
475690,99999,SENDAI,JA,RJSS,+38.140,140.917,4.6,19730101.0,2025-03-10,
475700,99999,WAKAMATSU,JA,+37.483,+139.917,213.6,19730101.0,20250310.0,,
475720,99999,NIIGATA/YAHIKOYAMA,JA,+37.717,+138.817,634.0,19740802.0,20011224.0,,
475730,43318,NIIGATA,AIRPORT,JA,RJSN,37.95,139.117,4.0,1973-01-01,2025-03-10
475730,99999,NIIGATA,JA,RJSN,+37.956,139.121,8.8,20000101.0,2004-12-31,
475740,99999,FUKAURA,JA,+40.650,+139.933,68.0,19730101.0,20250310.0,,
475750,99999,AOMORI,JA,+40.817,+140.767,4.1,19730101.0,20250310.0,,
475760,99999,MUTSU,JA,+41.283,+141.217,4.8,19730101.0,20250310.0,,
475770,99999,SHIRIYA,POINT,JA,+41.433,141.467,16.0,19730101.0,1997-04-22,
475800,99999,MISAWA,AB,JA,RJSM,40.705,141.372,39.0,1948-04-08,1997-12-31
475805,99999,MISAWA,(USAF),JA,KQSM,40.683,141.4,36.0,1980-02-27,2001-12-15
475810,99999,HACHINOHE,JA,+40.533,+141.517,28.5,19730101.0,20250310.0,,
475820,99999,AKITA,JA,+39.717,+140.100,21.8,19521231.0,20250310.0,,
475830,99999,ODATE,NOSHIRO,JA,RJSR,40.192,140.371,89.0,1980-03-02,2025-03-10
475840,99999,MORIOKA,JA,+39.700,+141.167,155.4,19521231.0,20250310.0,,
475850,99999,MIYAKO,JA,+39.650,+141.967,47.0,19521231.0,20250310.0,,
475860,99999,TODOGA,(LGT-H),JA,+39.550,142.083,28.0,19730101.0,1974-05-31,
475870,99999,SAKATA,JA,+38.917,+139.850,4.8,19521231.0,20250310.0,,
475874,99999,SHONAI,JA,RJSY,+38.812,139.787,26.2,19920508.0,2025-03-10,
475880,99999,YAMAGATA,JA,+38.250,+140.350,153.7,19521231.0,20250310.0,,
475900,99999,SENDAI,JA,+38.267,+140.900,43.8,19541214.0,20250310.0,,
475910,99999,MATSUSHIMA,JA,RJST,+38.405,141.22,2.1,19480229.0,2025-03-10,
475920,99999,ISHINOMAKI,JA,+38.433,+141.300,42.9,19730101.0,20250310.0,,
475930,99999,KINKASAN,(LGT-H),JA,+38.267,141.583,47.0,19730101.0,1994-10-29,
475950,99999,FUKUSHIMA,JA,+37.767,+140.467,69.3,19730101.0,20250310.0,,
475954,99999,FUKUSHIMA,ARPT,JA,+37.233,140.433,375.0,19930408.0,1995-09-07,
475970,99999,SHIRAKAWA,JA,+37.133,+140.217,356.7,19730101.0,20250310.0,,
475980,99999,ONAHAMA,JA,+36.950,+140.900,5.1,19730101.0,20250310.0,,
475990,99999,SHIOY,(LGT-H),JA,+37.000,140.983,52.0,19730101.0,1974-10-29,
476000,99999,WAJIMA,JA,+37.383,+136.900,6.7,19730101.0,20250310.0,,
476010,99999,HEGURASHIMA,(LGT-H),JA,+37.850,136.917,14.0,19730101.0,1997-10-29,
476020,99999,AIKAWA,JA,+38.033,+138.233,7.2,19730101.0,20250310.0,,
476030,99999,HAJIKI,(LGT-H),JA,+38.333,138.517,57.0,19730101.0,1982-03-28,
476040,99999,NIIGATA,JA,+37.900,+139.017,5.7,19730101.0,20250310.0,,
476050,99999,KANAZAWA,JA,+36.583,+136.633,33.7,19730101.0,20250310.0,,
476060,99999,FUSHIKI,JA,+36.800,+137.050,13.1,19730101.0,20250310.0,,
476070,99999,TOYAMA,JA,+36.717,+137.200,17.3,19730101.0,20250310.0,,
476100,99999,NAGANO,JA,+36.667,+138.200,419.9,19730101.0,20250310.0,,
476110,99999,NAGANO/KURUMAYAMA,JA,+36.100,+138.200,1925.0,19870102.0,19890811.0,,
476120,99999,TAKADA,JA,+37.100,+138.250,14.6,19730101.0,20250310.0,,
476150,99999,UTSUNOMIYA,JA,+36.550,+139.867,140.3,19730101.0,20250310.0,,
476160,99999,FUKUI,JA,+36.050,+136.217,17.4,19730101.0,20250310.0,,
476170,99999,TAKAYAMA,JA,+36.150,+137.250,561.9,19730101.0,20250310.0,,
476180,99999,MATSUMOTO,JA,+36.250,+137.967,611.6,19730101.0,20250310.0,,
476200,99999,SUWA,JA,+36.050,+138.117,762.6,19730101.0,20250310.0,,
476220,99999,KARUIZAWA,JA,+36.350,+138.550,1004.8,19730101.0,20250310.0,,
476240,99999,MAEBASHI,JA,+36.400,+139.067,114.4,19521231.0,20250310.0,,
476260,99999,KUMAGAYA,JA,+36.150,+139.383,31.8,19521231.0,20250310.0,,
476270,99999,TSUKSBASAN,(MOUNT),JA,+36.217,140.1,870.0,19521231.0,2009-10-14,
476280,99999,KAKIOKA,JA,+36.233,+140.183,34.0,19800402.0,20021221.0,,
476290,99999,MITO,JA,+36.383,+140.467,30.7,19521231.0,20250310.0,,
476310,99999,TSURUGA,JA,+35.650,+136.067,12.4,19521231.0,20250310.0,,
476320,99999,GIFU,JA,+35.400,+136.767,17.0,19521231.0,20250310.0,,
476340,99999,GIFU,JA,RJNG,+35.394,136.87,39.0,19730101.0,2025-03-10,
476350,99999,NAGOYA,JA,RJNA,+35.255,136.924,15.8,19461031.0,2025-03-10,
476360,99999,NAGOYA,JA,+35.167,+136.967,56.3,19521231.0,20250310.0,,
476370,99999,IIDA,JA,+35.517,+137.817,528.9,19521231.0,20250310.0,,
476380,99999,KOFU,JA,+35.667,+138.550,281.5,19521231.0,20250310.0,,
476390,99999,FUJISAN,JA,+35.367,+138.733,3777.5,19521231.0,20250310.0,,
476400,99999,KAWAGUCHIKO,JA,+35.500,+138.767,861.3,19521231.0,20250310.0,,
476410,99999,CHICHIBU,JA,+35.983,+139.067,233.7,19521231.0,20250310.0,,
476420,43313,YOKOTA,AB,JA,RJTY,35.75,139.35,142.0,1999-01-01,2025-03-10
476420,99999,YOKOTA,AB,JA,RJTY,35.748,139.348,141.1,1947-11-01,1997-12-31
476430,99999,IRUMA,JA,RJTJ,+35.842,139.411,89.9,19460930.0,2025-03-10,
476440,99999,KIYOSE,JA,+35.783,+139.533,-999.9,20031127.0,20040921.0,,
476460,99999,TATENO,JA,+36.050,+140.133,31.0,19791102.0,20020601.0,,
476480,99999,CHOSHI,JA,+35.733,+140.850,28.1,19521231.0,20250310.0,,
476490,99999,UENO,JA,+34.767,+136.150,161.0,19521231.0,20250310.0,,
476500,99999,SEKI,JA,+34.850,+136.467,71.0,19521231.0,19641231.0,,
476510,99999,TSU,JA,+34.733,+136.517,18.4,19521231.0,20250310.0,,
476530,99999,IRAKO,JA,+34.633,+137.100,7.7,19521231.0,20250310.0,,
476540,99999,HAMAMATSU,JA,+34.750,+137.717,47.7,19521231.0,20250310.0,,
476550,99999,OMAEZAKI,JA,+34.600,+138.217,46.8,19521231.0,20250310.0,,
476560,99999,SHIZUOKA,JA,+34.983,+138.400,15.9,19521231.0,20250310.0,,
476570,99999,MISHIMA,JA,+35.117,+138.933,21.9,19521231.0,20250310.0,,
476580,99999,SHIZUHAMA,JA,RJNY,+34.813,138.298,7.0,19730101.0,2025-03-10,
476600,99999,TACHIKAWA,(JASDF),JA,RJTC,35.7,139.4,98.0,1945-11-15,1997-12-31
476610,43321,KISARAZU,JA,RJTK,+35.398,139.91,3.1,19730103.0,2025-03-10,
476610,99999,KISARAZU,JA,RJTK,+35.398,139.91,3.0,20000101.0,2004-12-28,
476620,99999,TOKYO,JA,RJTD,+35.683,139.767,36.0,19521231.0,2025-03-10,
476630,99999,OWASE,JA,+34.067,+136.200,17.1,19521231.0,20250310.0,,
476650,99999,DAI,(LGT-H),JA,+34.267,136.9,27.0,19730101.0,1997-11-05,
476660,99999,IROZAKI,JA,+34.600,+138.850,53.2,19521231.0,20250310.0,,
476680,99999,AJIRO,JA,+35.050,+139.100,67.9,19521231.0,20250310.0,,
476700,99999,YOKOHAMA,JA,+35.433,+139.650,42.7,19730101.0,20250310.0,,
476710,99999,TOKYO,INTL,JA,RJTT,35.552,139.78,10.7,1946-09-11,2025-03-10
476713,99999,ICHIGAYA,JA,RJAI,+35.680,139.72,31.0,19900725.0,2025-03-10,
476720,99999,TATEYAMA,JA,+34.983,+139.867,7.1,19730101.0,20250310.0,,
476730,99999,TOKISAKI,JA,+34.917,+139.833,13.7,19521231.0,19641231.0,,
476740,99999,KATSUURA,JA,+35.150,+140.317,13.5,19521231.0,20250310.0,,
476741,99999,AMAKUSA,JA,RJDA,+32.483,130.159,103.6,20040706.0,2025-03-10,
476742,99999,NOTO,JA,RJNW,+37.293,136.962,218.8,20040706.0,2025-03-10,
476750,99999,OSHIMA,JA,+34.750,+139.367,75.5,19521231.0,20250310.0,,
476760,99999,NIIJIMA,ISLAND,JA,+34.367,139.25,10.0,19521231.0,2002-04-26,
476770,99999,MIYAKEJIMA,JA,+34.117,+139.517,39.6,19521231.0,20250310.0,,
476780,99999,HACHIJOJIMA,JA,+33.117,+139.783,152.6,19521231.0,20250310.0,,
476790,99999,ATSUGI,NAS,JA,RJTA,35.45,139.45,65.0,1945-09-02,1997-12-31
476794,99999,ATSUGI,(NWSED),JA,+35.450,139.467,61.0,19791209.0,1980-02-12,
476810,99999,HAMAMATSU,JA,RJNH,+34.750,137.703,45.7,19730101.0,2025-03-10,
476820,99999,CHIBA,JA,+35.600,+140.100,6.1,19730101.0,20250310.0,,
476830,99999,CHOFU,AIRPORT,JA,RJTF,35.667,139.533,44.0,1954-12-14,2025-03-10
476840,99999,YOKKAICHI,JA,+34.933,+136.583,57.1,19730101.0,20250310.0,,
476850,99999,MATSUSHIRO,JA,+36.550,+138.217,440.0,19740902.0,20020518.0,,
476860,99999,NARITA,INTL,JA,RJAA,35.765,140.386,43.0,1978-05-19,2025-03-10
476870,99999,TOKYO,HELIPORT,JA,RJTI,35.633,139.85,8.0,1973-01-01,2025-03-10
476880,99999,TATEYAMA,JA,RJTE,+34.987,139.829,3.0,19730101.0,2025-03-10,
476900,99999,NIKKO,JA,+36.733,+139.500,1294.0,19521231.0,20250310.0,,
476920,99999,UTSUNOMIYA,JA,RJTU,+36.515,139.871,101.8,19730101.0,2025-03-10,
476950,99999,TOKYO/KASHIWA,JA,+35.867,+139.967,19.0,19890525.0,20020814.0,,
477000,99999,SADO,JA,+38.050,+138.417,26.0,19730101.0,20020824.0,,
477040,99999,KOMATSU,JA,RJNK,+36.395,136.407,11.0,19730101.0,2025-03-10,
477050,99999,FUKUI/TOJIMBO,JA,+36.233,+136.150,80.0,19990426.0,20020902.0,,
477060,99999,FUKUI,JA,RJNF,+36.143,136.224,5.8,19730101.0,1997-12-31,
477070,99999,TOYAMA,JA,RJNT,+36.648,137.188,29.0,19730101.0,2025-03-10,
477090,99999,MATSUMOTO,JA,RJAF,+36.167,137.923,665.1,19730101.0,2025-03-10,
477150,99999,HYAKURI,JA,RJAH,+36.181,140.415,32.0,19730101.0,2025-03-10,
477160,99999,KASUMIGAURA,(JASDF),JA,RJAK,36.033,140.2,29.0,1973-01-03,1997-12-26
477210,99999,FUJI,(JASDF),JA,RJAT,35.317,138.867,683.0,1973-01-03,1997-12-26
477270,99999,SHIMOFUSA,JA,RJTL,+35.799,140.011,29.9,19730101.0,2025-03-10,
477300,99999,AKENO,(JASDF),JA,RJOE,34.533,136.683,9.0,1973-01-03,1997-12-26
477350,99999,OSHIMA,JA,RJTO,+34.782,139.36,39.6,19730101.0,2025-03-10,
477370,99999,MIYAKEJIMA,JA,RJTQ,+34.074,139.56,20.4,19730101.0,1997-12-31,
477380,99999,HACHIJOJIMA,JA,RJTH,+33.115,139.786,92.4,19730101.0,1997-12-31,
477390,99999,SHIZUOKA,AIRPORT,JA,RJNS,34.8,138.183,135.0,1973-01-01,2025-03-10
477400,99999,SAIGO,JA,+36.200,+133.333,28.1,19521231.0,20250310.0,,
477410,99999,MATSUE,JA,+35.450,+133.067,22.4,19521231.0,20250310.0,,
477420,99999,SAKAI,JA,+35.550,+133.233,3.8,19521231.0,20250310.0,,
477430,99999,MIHO,JA,RJOH,+35.492,133.236,6.1,19480831.0,2025-03-10,
477440,99999,YONAGO,JA,+35.433,+133.333,8.5,19521231.0,20250310.0,,
477460,99999,TOTTORI,JA,+35.483,+134.233,15.9,19521231.0,20250310.0,,
477470,99999,TOYOOKA,JA,+35.533,+134.817,5.8,19521231.0,20250310.0,,
477473,99999,TAJIMA,JA,RJBT,+35.513,134.787,178.0,19961020.0,2025-03-10,
477480,99999,KYOGA,(LGT-H),JA,+35.767,135.233,139.0,19740517.0,1990-07-01,
477490,99999,MAIZURU,AB,JA,+35.483,135.383,9.0,20081207.0,2013-04-29,
477500,99999,MAIZURU,JA,+35.450,+135.317,4.2,19521231.0,20250310.0,,
477510,99999,IBUKIYAMA,MTN,(AUT),JA,35.417,136.417,1377.0,1952-12-31,1997-10-05
477530,99999,MISHIMA,(LGT-H),JA,+34.750,131.15,72.0,19800902.0,1980-12-16,
477540,99999,HAGI,JA,+34.417,+131.400,3.7,19521231.0,20250310.0,,
477550,99999,HAMADA,JA,+34.900,+132.067,20.9,19521231.0,20250310.0,,
477560,99999,TSUYAMA,JA,+35.067,+134.017,147.8,19521231.0,20250310.0,,
477590,99999,KYOTO,JA,+35.017,+135.733,46.5,19451031.0,20250310.0,,
477610,99999,HIKONE,JA,+35.283,+136.250,92.8,19521231.0,20250310.0,,
477620,99999,SHIMONOSEKI,JA,+33.950,+130.933,19.5,19521231.0,20250310.0,,
477630,99999,WOFU,JA,+34.050,+131.533,4.0,19521231.0,19641231.0,,
477640,43324,IWAKUNI,JA,RJOI,+34.150,132.233,3.0,19730101.0,1997-12-31,
477641,99999,IWAKUNI,MCAS,JA,RJOI,34.15,132.233,2.0,2004-07-13,2004-12-31
477650,99999,HIROSHIMA,JA,+34.400,+132.467,54.0,19521231.0,20250310.0,,
477660,99999,KURE,JA,+34.233,+132.550,5.0,19521231.0,20250310.0,,
477670,99999,FUKUYAMA,JA,+34.450,+133.250,3.6,19521231.0,20250310.0,,
477680,99999,OKAYAMA,JA,+34.683,+133.917,7.0,19521231.0,20250310.0,,
477690,99999,HIMEJI,JA,+34.833,+134.667,39.7,19521231.0,20250310.0,,
477700,99999,KOBE,JA,+34.700,+135.217,30.6,19521231.0,20250310.0,,
477710,99999,OSAKA,INTL,JA,RJOO,34.786,135.438,15.2,1945-11-01,2025-03-10
477720,99999,OSAKA,JA,+34.683,+135.517,83.0,19521231.0,20250310.0,,
477725,99999,KANSAI,INTL,JA,+34.417,135.25,8.0,19950101.0,1995-09-07,
477730,99999,OSAKA/TAKAYASUYAMA,JA,+34.617,+135.650,474.0,19991011.0,20010220.0,,
477740,99999,KANSAI,INTL,JA,RJBB,34.433,135.233,7.9,1995-08-27,2025-03-10
477760,99999,SUMOTO,JA,+34.333,+134.900,112.4,19521231.0,20250310.0,,
477770,99999,WAKAYAMA,JA,+34.233,+135.167,18.0,19521231.0,20250310.0,,
477780,99999,SHIONOMISAKI,JA,+33.450,+135.750,69.2,19521231.0,20250310.0,,
477790,99999,YAO,JA,RJOY,+34.596,135.603,11.9,19730101.0,2025-03-10,
477800,99999,NARA,JA,+34.700,+135.833,109.0,19530430.0,20250310.0,,
477820,99999,NANKI,SHIRAHAMA,JA,RJBD,33.662,135.364,90.8,1973-01-01,2025-03-10
477830,99999,IWAMI,JA,RJOW,+34.676,131.79,56.1,19940719.0,2025-03-10,
477840,99999,YAMAGUCHI,JA,+34.167,+131.467,19.7,19730101.0,20250310.0,,
477860,99999,YAMAGUCHI,UBE,JA,RJDC,33.93,131.279,7.0,1973-01-01,2025-03-10
477870,99999,OZUKI,JA,RJOZ,+34.045,131.052,4.0,19730101.0,2025-03-10,
477880,99999,HOFU,JA,RJOF,+34.035,131.549,2.1,19481025.0,2025-03-10,
