USAF,WBAN,Station_Name,CTRY,ST,Call,LAT,LON,ELEV,BEGIN,END
010100,99999,ANDOYA,NO,ENAN,+69.293,16.144,13.1,19310103.0,2025-03-10,
010110,99999,KVITOYA,SV,+80.067,+031.500,10.0,19861118.0,20250310.0,,
010120,99999,19741130,19751116,,,,,,,
010140,99999,SENJA-LAUKHELLA,NO,+69.233,+017.900,9.0,19730101.0,20140523.0,,
010150,99999,HEKKINGEN,FYR,NO,+69.600,17.833,14.0,19800314.0,2025-03-10,
010160,99999,KONGSOYA,NO,+78.933,+028.900,20.0,19930501.0,20250310.0,,
010170,99999,AKSELOYA,SV,+77.683,+014.783,6.0,19730101.0,20250310.0,,
010171,99999,GIBOSTAD,NO,+69.350,+018.083,12.0,20050216.0,20070307.0,,
010190,99999,SVARTTANGEN,NO,+77.517,+020.817,20.0,20100825.0,20140523.0,,
010200,99999,SORKAPPOYA,SV,+76.483,+016.550,10.0,20101008.0,20250310.0,,
010230,99999,BARDUFOSS,NO,ENDU,+69.056,18.54,76.8,19400713.0,2025-03-10,
010231,99999,DRAUGEN,NO,ENDR,+64.350,7.8,0.0,20040510.0,2025-03-10,
010240,99999,PYRAMIDEN,NO,+78.650,+016.367,20.0,19730101.0,20231019.0,,
010250,99999,TROMSO,NO,ENTC,+69.683,18.919,9.4,19730101.0,2025-03-10,
010260,99999,TROMSO,NO,+69.650,+018.933,114.5,19970201.0,20250310.0,,
010270,99999,TROMSO-HOLT,NO,+69.650,+018.900,20.0,20110928.0,20250310.0,,
010280,99999,BJORNOYA,ISLAND,NO,ENBJ,74.517,19.017,18.0,1931-01-03,2025-03-10
010300,99999,KISTEFJELL,NO,+69.283,+018.133,982.0,19510101.0,20250310.0,,
010303,99999,TROMSO/SKATTURA,NO,+69.700,+019.017,14.0,20140522.0,20150108.0,,
010320,99999,OVERBYGD,NO,+69.017,+019.283,78.0,19730101.0,20140523.0,,
010330,99999,TORSVAG,FYR,NO,+70.250,19.5,24.0,19730101.0,2025-03-10,
010340,99999,FUGLOYKALVEN,FYR,NO,+70.317,20.15,38.0,19871202.0,1997-12-31,
010350,99999,LYNGEN,GJERDVASSBU,NO,+69.567,20.1,710.0,19730101.0,2025-03-10,
010360,99999,NORDNESFJELLET,NO,+69.567,+020.433,710.0,20040510.0,20221103.0,,
010361,99999,SKIBOTIN,NO,+69.367,+020.267,5.0,20050916.0,20050922.0,,
010370,99999,SKIBOTN,2,NO,+69.383,20.283,20.0,19730101.0,2025-03-10,
010400,99999,SKJERVOY,NO,+70.033,+020.983,15.0,19730101.0,19780927.0,,
010410,99999,NORDREISA-OYENG,NO,+69.733,+021.017,5.0,19730101.0,19971214.0,,
010420,99999,HASVIK-SLUSKFJELLET,NO,+70.600,+022.450,438.0,20080917.0,20250310.0,,
010430,99999,ROGNSUNDET,NO,+70.417,+022.817,10.0,19730101.0,20250310.0,,
010431,99999,LOPPA,NO,+70.333,+021.467,11.0,20060207.0,20070307.0,,
010435,99999,HASVIK,NO,+70.483,+022.150,7.0,19750515.0,19971231.0,,
010440,99999,HASVIK,NO,ENHK,+70.487,22.14,6.4,20050102.0,2025-03-10,
010450,99999,NORDSTRAUM,I,KVAENANGEN,NO,69.833,21.883,6.0,1973-01-01,2025-03-10
010455,99999,19741117,19750904,,,,,,,
010460,99999,SORKJOSEN,NO,ENSR,+69.787,20.959,4.9,19750905.0,2025-03-10,
010470,99999,KAUTOKEINO,II,NO,ENKA,69.017,23.067,307.0,1973-01-01,2025-03-10
010490,99999,ALTA,NO,ENAT,+69.976,23.372,2.7,19730101.0,2025-03-10,
010510,99999,SUOLOVUOPMI,NO,+69.583,+023.533,374.0,19730102.0,20140523.0,,
010520,99999,HAMMERFEST,AP,NO,ENHF,70.683,23.683,81.0,1940-10-08,2025-03-10
010530,99999,HAMMERFEST,RADIO,NO,+70.683,23.683,70.0,19730101.0,1987-12-26,
010550,99999,FRUHOLMEN,FYR,NO,+71.100,23.983,14.2,19310101.0,2025-03-10,
010570,99999,CUOVDDATMOHKKI,NO,+69.367,+024.433,286.0,19730101.0,20250310.0,,
010580,99999,SUOLOVUOPMI,LULIT,NO,+69.567,23.533,381.0,20050218.0,2025-03-10,
010590,99999,BANAK,NO,ENNA,+70.069,24.973,7.6,19730101.0,2025-03-10,
010610,99999,BRENNELV,NO,+70.067,+025.117,34.0,19730101.0,19840707.0,,
010617,99999,OSEBERG,NO,19890101,19901001,,,,,
010620,99999,HOPEN,ISLAND,NO,ENHO,76.5,25.067,10.0,1955-01-01,2025-03-10
010630,99999,KISTRAND,III,NO,+70.450,25.217,6.0,19730101.0,1987-07-15,
010650,99999,KARASJOK,NO,+69.467,+025.517,133.0,19730101.0,20250310.0,,
010660,99999,HELNES,FYR,NO,+71.067,26.233,33.0,19730101.0,2004-06-19,
010670,99999,LEVAJOK-EVJEN,NO,+69.900,+026.417,112.0,19730103.0,19820924.0,,
010671,99999,LEVAJOK-EVJEN,NO,+69.900,+026.417,112.0,20070307.0,20070307.0,,
010680,99999,HONNINGSVAG/VALAN,NO,ENHV,+71.017,25.983,14.0,19800604.0,2025-03-10,
010720,99999,19740227,19740227,,,,,,,
010740,99999,MEHAMN,NO,ENMH,+71.033,27.833,13.0,19750905.0,2025-03-10,
010750,99999,RUSTEFJELBMA,NO,+70.400,+028.200,11.2,19730101.0,19971231.0,,
010760,99999,TANABRU,NO,+70.217,+028.167,32.0,20121121.0,20250310.0,,
010780,99999,SLETTNES,FYR,NO,+71.100,28.233,10.0,19730101.0,2025-03-10,
010820,99999,NYRUD,NO,+69.150,+029.250,56.0,19730919.0,20250310.0,,
010830,99999,BERLEVAG,NO,ENBV,+70.867,29.033,13.0,19750905.0,2025-03-10,
010840,99999,PASVIK,NO,+69.450,+030.033,27.0,19730101.0,20250310.0,,
010850,99999,BUGOYFJORD,NO,+69.850,+029.417,8.0,19730101.0,19781008.0,,
010860,99999,BATSFJORD,NO,ENBS,+70.600,29.693,149.4,20050101.0,2025-03-10,
010880,99999,VADSO,NO,ENVD,+70.067,29.85,39.0,19750905.0,2025-03-10,
010881,99999,NARVIK,III/FRAMNES,NO,+68.467,17.5,23.0,20080101.0,2008-12-31,
010882,99999,ROROS,NO,ENRO,+62.578,11.342,626.1,20050102.0,2025-03-10,
010883,99999,SANDANE/ANDA,NO,+61.833,+006.117,60.0,20080101.0,20081231.0,,
010884,99999,GEITERYGGEN,NO,ENSN,+59.185,9.567,141.1,20050103.0,2015-11-09,
010885,99999,BATSFJORD,NO,+70.600,+029.733,153.0,19940718.0,19971230.0,,
010890,99999,HOYBUKTMOEN,NO,ENKR,+69.726,29.893,86.3,19401101.0,2025-03-10,
010920,99999,MAKKAUR,FYR,NO,+70.700,30.083,9.0,19730101.0,2025-03-10,
010970,99999,SVARTNES,NO,+70.350,+031.050,12.0,19930209.0,19971231.0,,
010980,99999,VARDO,NO,+70.367,+031.100,15.0,19310103.0,20250310.0,,
010985,99999,19741117,19750904,,,,,,,
010986,99999,19741117,19750904,,,,,,,
010987,99999,19741117,19750904,,,,,,,
011010,99999,BOGUS,NORWEGIAN,NO,19851202,20041105.0,,,,
011020,99999,SKLINNA,FYR,NO,+65.200,11.0,16.0,19750228.0,2025-03-10,
011025,99999,HEIDRUN,NO,ENHE,+65.333,7.317,80.0,19990424.0,2025-03-10,
011030,99999,LEKA,NO,+65.100,+011.700,47.0,19730101.0,19971231.0,,
011040,99999,ROTVAER,NO,+68.367,+015.950,8.0,20080101.0,20080817.0,,
011050,99999,ROTVAER,NO,+68.367,+015.950,8.0,19730101.0,20250310.0,,
011051,99999,SKOMVAER,(LGT-H),NO,+67.417,11.883,18.0,20070307.0,2007-03-07,
011060,99999,ROEST,III,NO,+67.517,12.1,2.0,19280101.0,1997-12-17,
011070,99999,ROST,(NOR-AFB),NO,ENRS,67.517,12.1,4.0,1988-03-03,2025-03-10
011080,99999,VEGA-VALLSJO,NO,+65.700,+011.850,9.1,19910801.0,20250310.0,,
011090,99999,SKALVAER,NO,+65.867,+012.183,6.0,19730101.0,19800910.0,,
011100,99999,YTTERHOLMEN,FYR,NO,+66.000,11.683,33.0,19961201.0,1997-12-31,
011110,99999,BRONNOYSUND,NO,+65.467,+012.217,5.0,19730116.0,19730718.0,,
011120,99999,BRONNOY,NO,ENBN,+65.461,12.218,7.6,19730101.0,2025-03-10,
011130,99999,GLOMFJORD,NO,+66.800,+013.983,39.0,20040406.0,20091216.0,,
011133,99999,DAGALI,NO,ENDI,+60.417,8.513,798.0,19860509.0,1997-12-30,
011140,99999,REIPA,NO,+66.900,+013.633,8.0,20090702.0,20250310.0,,
011150,99999,MYKEN,NO,+66.767,+012.483,13.0,19730101.0,20250310.0,,
011160,99999,STOKKA,NO,ENST,+65.950,12.467,17.1,19730401.0,2025-03-10,
011170,99999,TJOTTA,NO,+65.817,+012.417,21.0,20040119.0,20250310.0,,
011210,99999,SOLVAER,III,NO,+66.367,12.617,10.0,19730101.0,2025-03-10,
011220,99999,KJAERSTAD,NO,ENMS,+65.784,13.215,72.2,19881014.0,2025-03-10,
011240,99999,SNASA,NO,+64.167,+012.467,195.0,20050218.0,20250310.0,,
011310,99999,GLAPEN,LIGHTHOUSE,NO,+67.883,13.05,31.0,19730101.0,1985-06-25,
011320,99999,MAJAVATN,V,NO,+65.167,13.367,319.0,20080229.0,2025-03-10,
011330,99999,LAKSFORS,NO,+65.617,+013.283,50.0,20111129.0,20250310.0,,
011340,99999,MAJAVATN,III,NO,+65.183,13.417,339.0,19730101.0,1997-12-31,
011350,99999,SELJELIA,NO,+66.117,+013.583,123.0,20111129.0,20250310.0,,
011370,99999,STOTT,NO,+66.933,+013.450,12.0,19730806.0,19970131.0,,
011380,99999,TENNHOLMEN,(LGT-H),NO,+67.300,13.5,14.0,19850912.0,1997-12-31,
011390,99999,VAEROY,HELIPORT,NO,ENVR,67.65,12.717,4.0,2011-09-28,2025-03-10
011410,99999,LEKNES,NO,ENLK,+68.150,13.617,26.0,19730620.0,2025-03-10,
011430,99999,DRAG-AJLUOKTA,NO,+68.050,+016.083,19.0,20070806.0,20250310.0,,
011440,99999,HELLIGVAER,II,NO,+67.400,13.883,24.0,20050315.0,2025-03-10,
011450,99999,KVALNES,I,LOFOTEN,NO,68.35,13.967,15.0,1973-01-01,1982-05-04
011460,99999,SKAMDAL,NO,+66.233,+013.883,5.0,19730101.0,20250310.0,,
011470,99999,VARNTRESK,NO,+65.833,+014.183,406.0,19400907.0,20250310.0,,
011480,99999,STORFORSHEI,NO,+66.383,+014.517,110.0,20110616.0,20250310.0,,
011490,99999,RANA-BASMOEN,NO,+66.333,+014.100,42.0,19730101.0,19971215.0,,
011500,99999,HJARTASEN,NO,+66.500,+014.950,251.0,19730103.0,20250310.0,,
011501,99999,HATTFJELLDAL-KRUTA,NO,+65.683,+014.167,385.0,20020312.0,20020312.0,,
011505,99999,19751101,19751130,,,,,,,
011510,99999,MOIRANA,NO,ENRA,+66.367,14.3,70.0,19730401.0,2025-03-10,
011520,99999,BODO,NO,ENBO,+67.269,14.365,12.8,19400917.0,2025-03-10,
011530,99999,BODO-VAGONES,NO,+67.283,+014.450,33.0,20111003.0,20140611.0,,
011540,99999,LITLOY,FYR,NO,+68.583,14.3,30.0,19940406.0,1997-12-31,
011560,99999,BO,I,VESTERALEN,NO,68.6,14.433,7.6,2004-05-10,2025-03-10
011580,99999,SETSA,NO,+67.167,+015.483,8.0,20100114.0,20250310.0,,
011600,99999,SKROVA,FYR,NO,+68.150,14.65,11.0,19730101.0,2025-03-10,
011610,99999,SVOLVAER/HELLE,NO,ENSH,+68.250,14.667,9.0,19730620.0,2025-03-10,
011620,99999,STORKMARKNES/SKAGEN,NO,ENSK,+68.583,15.017,3.0,19730620.0,2025-03-10,
011630,99999,BOLNA,NO,+66.500,+015.250,549.0,19730101.0,19770823.0,,
011650,99999,GROTOY,NO,+67.833,+014.783,6.0,19730101.0,19781031.0,,
011670,99999,SORTLAND,NO,+68.700,+015.417,3.0,19850201.0,19971231.0,,
011680,99999,KLEIVA,I,SORTLAND,NO,68.65,15.283,23.0,1973-01-01,2006-06-11
011690,99999,SALTDAL-NORDNES,NO,+66.933,+015.317,37.0,19830101.0,20250310.0,,
011691,99999,OVRE,SALTDAL,NO,+66.967,15.317,26.0,19730101.0,1978-10-08,
011700,99999,FAUSKE-VETEN,NO,+67.233,+015.317,165.0,19730101.0,19900307.0,,
011720,99999,FINNOY,I,HAMAROY,NO,68.0,15.617,53.0,1973-01-01,2006-03-11
011730,99999,19730101,19730731,,,,,,,
011751,99999,LODINGEN,NO,+68.400,+016.000,10.0,20040108.0,20040108.0,,
011760,99999,KONGSVIK,NO,+68.567,+016.267,25.0,19730101.0,19780118.0,,
011800,99999,HARSTAD,NO,+68.800,+016.533,45.0,20040510.0,20250310.0,,
011820,99999,EVENSKJER,NO,+68.583,+016.583,7.0,19730101.0,19851119.0,,
011830,99999,EVENES,NO,ENEV,+68.491,16.678,25.6,19750905.0,2025-03-10,
011840,99999,SANDSOY,I,SENJA,NO,68.933,16.683,45.0,1973-01-01,1978-06-13
011841,99999,SANDSOY,NO,+68.933,+016.683,45.0,20070307.0,20070307.0,,
011890,99999,LILAND,NO,+68.483,+016.883,19.0,19730102.0,20050302.0,,
011895,99999,19731008,19750904,,,,,,,
011910,99999,SKJOMEN-SLETTJORD,NO,+68.283,+017.317,6.0,19730101.0,19961104.0,,
011920,99999,STRAUMSNES,NO,+68.417,+017.650,200.0,20110203.0,20250310.0,,
011930,99999,NARVIK,III/FRAMNES,NO,ENNK,68.467,17.5,23.0,2001-07-06,2017-04-03
011940,99999,NARVIK,III,NO,ENNK,68.467,17.5,23.0,1973-01-01,1997-12-31
011960,99999,TENNEVOLL,NO,+68.750,+017.817,21.0,19730101.0,19971214.0,,
011980,99999,DIVIDALEN,II,NO,+68.783,19.7,204.0,20100114.0,2025-03-10,
011990,99999,SIHCCAJAVRI,NO,+68.750,+023.533,382.0,19490101.0,20250310.0,,
012030,99999,KRAKENES,NO,+62.033,+004.983,41.0,19310904.0,20250310.0,,
012050,99999,SVINOY,LH,NO,+62.333,5.267,37.2,19730101.0,2025-03-10,
012070,99999,FISKABYGD,NO,+62.100,+005.583,41.0,20040510.0,20180630.0,,
012090,99999,ORSTA-VOLDA/HOVDEN,NO,ENOV,+62.183,6.067,74.0,19841211.0,2025-03-10,
012091,99999,ORSTA-VOLDA/HOVD,NO,ENOV,+62.183,6.05,74.0,19840910.0,1984-11-27,
012100,99999,VIGRA,NO,ENAL,+62.560,6.11,21.0,19730101.0,2025-03-10,
012120,99999,ONA,II,NO,+62.867,6.533,15.0,19550101.0,2025-03-10,
012140,99999,REKDAL,NO,+62.650,+006.767,43.0,20090112.0,20250310.0,,
012150,99999,HJELVIK,MYRBO,NO,+62.620,7.23,35.0,19730101.0,2009-06-30,
012160,99999,HJELVIK,I,ROMSDAL,NO,62.617,7.217,16.0,1973-12-26,2002-05-27
012161,99999,GJERMUNDNES,NO,+62.617,+007.167,49.0,20040412.0,20040412.0,,
012170,99999,ARO,NO,ENML,+62.745,7.263,3.0,19760201.0,2025-03-10,
012180,99999,TAFJORD,NO,+62.233,+007.417,17.0,19730101.0,20250310.0,,
012200,99999,MANNEN,NO,+62.450,+007.767,1294.0,20100315.0,20250310.0,,
012210,99999,TAGDALEN,NO,+63.050,+009.083,415.0,20080115.0,20250310.0,,
012220,99999,19730101,19751231,,,,,,,
012230,99999,KVERNBERGET,NO,ENKB,+63.112,7.825,62.2,19730101.0,2025-03-10,
012240,99999,AALESUND,NO,+62.467,+006.217,50.0,19841201.0,20250310.0,,
012250,99999,VEIHOLMEN,NO,+63.517,+007.950,5.0,19730101.0,20250310.0,,
012270,99999,INNERDALEN,NO,+62.717,+008.783,405.0,19730101.0,20250310.0,,
012273,99999,TINGVOLL-HANEM,NO,+62.833,+008.300,69.0,20050101.0,20150108.0,,
012280,99999,SULA,NO,+63.850,+008.467,6.0,19730101.0,20250309.0,,
012300,99999,BJORLI,NO,+62.267,+008.200,579.0,19730101.0,20250310.0,,
012310,99999,LESJASKOG,NO,+62.233,+008.367,621.0,19771030.0,19971206.0,,
012320,99999,VINJEORA,II,NO,+62.450,7.85,67.0,19730101.0,2025-03-10,
012330,99999,DOMBAAS,NO,+62.083,+009.117,638.0,20061121.0,20250310.0,,
012340,99999,ORKDAL-THAMSHAMN,NO,+63.317,+009.850,4.0,20061121.0,20250310.0,,
012350,99999,DOMBAS-KIRKENAER,NO,+62.083,+009.133,645.0,19360101.0,19760602.0,,
012360,99999,KJOREMSGRENDE,NO,+62.100,+009.050,626.0,20050218.0,20100104.0,,
012370,99999,HITRA,NO,+63.517,+009.117,13.0,20050402.0,20250310.0,,
012380,99999,FOKSTUA,II,NO,+62.117,9.283,974.0,19730101.0,2025-03-10,
012390,99999,HJERKINN,II,NO,+62.217,9.55,1012.0,20100907.0,2025-03-10,
012400,99999,HALTEN,FYR,NO,+64.167,9.4,16.0,19850110.0,2025-03-07,
012410,99999,ORLAND,NO,ENOL,+63.699,9.604,8.5,19730101.0,2025-03-10,
012420,99999,AFJORD,II,NO,+63.967,10.217,30.0,20080115.0,2025-03-10,
012430,99999,SONGLI,NO,+63.333,+009.650,300.0,19730101.0,19761119.0,,
012450,99999,OPPDAL-SETER,NO,+62.600,+009.667,606.0,19760201.0,20250310.0,,
012480,99999,VALLERSUND,NO,+63.850,+009.733,4.0,19730101.0,19751219.0,,
012500,99999,FOLLDAL-FREDHEIM,NO,+62.133,+010.000,694.0,20110928.0,20250307.0,,
012520,99999,BERKAK-LYNGHOLT,NO,+62.817,+010.017,475.0,19730101.0,19971231.0,,
012530,99999,SOKNEDAL,NO,+62.950,+010.183,299.0,20090112.0,20250310.0,,
012540,99999,KOTSOY,NO,+62.983,+010.550,127.0,20090112.0,20250310.0,,
012570,99999,TRONDHEIM/VOLL,NO,+63.417,+010.450,131.5,20040406.0,20250310.0,,
012580,99999,TRONDHEIM,(TYHOLT),NO,+63.417,10.433,113.0,19730101.0,1981-07-14,
012590,99999,BUHOLMRASA,LH,NO,+64.400,10.45,18.4,19730101.0,2025-03-10,
012620,99999,NORDOYAN,FYR,NO,+64.800,10.55,33.0,19280102.0,2025-03-10,
012650,99999,TYNSET-HANSMOEN,NO,+62.267,+010.733,482.3,19490101.0,20250310.0,,
012680,99999,19730101,19750125,,,,,,,
012700,99999,KVITHAMAR,NO,+63.483,+010.883,40.0,20111003.0,20250310.0,,
012710,99999,VAERNES,NO,ENVA,+63.458,10.94,17.1,19400413.0,2025-03-10,
012720,99999,FROSTA,NO,+63.567,+010.700,70.0,20110929.0,20250310.0,,
012730,99999,SELBU,NO,+63.233,+011.017,160.0,20071016.0,20250310.0,,
012740,99999,SELBU-STUBBE,NO,+63.200,+011.117,242.0,19730101.0,19971231.0,,
012770,99999,STEINKJER,NO,+64.017,+011.450,80.0,19730101.0,20250310.0,,
012771,99999,LEVANGER-EGGEN,NO,+63.717,+011.233,97.0,19730101.0,19730216.0,,
012780,99999,VERDAL-REPPE,NO,+63.783,+011.683,83.0,19850102.0,19971231.0,,
012800,99999,NAMDALSEID-VENGSTAD,NO,+64.133,+011.333,118.0,19730101.0,19971231.0,,
012810,99999,NAMSSKOGAN,NO,+64.733,+012.850,140.0,20070105.0,20250310.0,,
012820,99999,RORVIK/RYUM,NO,ENRM,+64.837,11.143,5.0,19950901.0,2025-03-10,
012823,99999,RORVIK/RYUM,NO,+64.850,+011.233,14.0,19910827.0,19950831.0,,
012870,99999,SOLENDET,NO,+62.683,+011.817,747.0,20080115.0,20250310.0,,
012880,99999,ROROS,NO,+62.567,+011.383,630.0,19730101.0,20250310.0,,
012890,99999,ROROS,LUFTHAVN,NO,ENRO,62.583,11.35,626.0,1984-09-09,1997-12-31
012891,99999,ROROS/AIRPORT,NO,ENRO,+62.583,11.383,626.0,19790301.0,1984-08-17,
012900,99999,NAMSOS,AIRPORT,NO,ENNM,64.467,11.583,2.0,1973-04-01,2025-03-10
012910,99999,GARTLAND,NO,+64.533,+012.383,95.0,20090112.0,20250310.0,,
012920,99999,MERAKER-UTSYN,NO,+63.417,+011.700,240.0,19730101.0,19971231.0,,
012930,99999,MERAKER-EGGE,NO,+63.417,+011.733,171.0,20050215.0,20250310.0,,
012940,99999,19730101,19740629,,,,,,,
012950,99999,HOYLANDET,NO,+64.550,+012.150,27.0,19730101.0,20070612.0,,
012960,99999,BERG,I,SNASA,NO,64.25,12.417,127.0,1973-01-01,1977-06-06
012980,99999,NORDLI-HOLAND,NO,+64.450,+013.717,433.0,19730101.0,20191016.0,,
013000,99999,GULLFAKS,C,NO,+61.200,2.267,78.0,20010601.0,2025-03-10,
013040,99999,YTTEROYANE,FYR,NO,+61.567,4.683,25.0,19840901.0,2025-03-10,
013060,99999,HELLISOY,FYR,NO,+60.750,4.717,23.0,19730101.0,2004-12-29,
013070,99999,FEDJE,NO,+60.750,+004.717,20.0,20050218.0,20250310.0,,
013080,99999,FURUNESET,NO,+61.300,+005.050,7.0,20110928.0,20250308.0,,
013090,99999,KINN,ISLAND,NO,+61.567,4.8,10.0,19310104.0,2005-10-22,
013100,99999,FLORO,NO,ENFL,+61.584,5.025,11.3,19800407.0,2025-03-10,
013110,99999,FLESLAND,NO,ENBR,+60.293,5.218,51.8,19730101.0,2025-03-10,
013140,99999,FOSSMARK,NO,+60.517,+005.717,10.0,20120615.0,20250310.0,,
013150,99999,EVANGER,NO,+60.633,+006.100,17.0,20101214.0,20250310.0,,
013160,99999,BERGEN-FREDRIKSBERG,NO,+60.400,+005.317,40.0,19730101.0,19851230.0,,
013170,99999,BERGEN/FLORIDA,NO,+60.383,+005.333,36.0,19730101.0,20250310.0,,
013180,99999,SANDANE,NO,+61.783,+006.183,51.0,20050614.0,20171231.0,,
013190,99999,TAKLE,NO,+61.033,+005.383,38.0,19730101.0,20250310.0,,
013200,99999,SANDANE/ANDA,NO,ENSD,+61.833,6.117,60.0,19810904.0,2025-03-10,
013210,99999,STRYN,NO,+61.900,+006.550,208.0,19730101.0,20250310.0,,
013220,99999,FORDE-TEFRE,NO,+61.467,+005.917,64.0,19730101.0,19971231.0,,
013230,99999,BRINGELAND,NO,ENBL,+61.393,5.764,327.0,19840502.0,2025-03-10,
013250,99999,MODALEN,II,NO,+60.833,5.95,114.0,19730101.0,1997-12-31,
013260,99999,MODALEN,III,NO,+60.850,5.983,125.0,20081008.0,2025-03-10,
013270,99999,KVAMSKOGEN-JONSHOGDI,NO,+60.383,+005.967,455.0,20061121.0,20250310.0,,
013280,99999,KVAMSKOGEN,NO,+60.400,+005.917,408.0,19730101.0,20060726.0,,
013290,99999,KVAMSOY,NO,+60.350,+006.267,50.0,20050218.0,20250310.0,,
013300,99999,OMASTRAND,NO,+60.217,+005.983,6.0,19730101.0,19971231.0,,
013320,99999,FJAERLAND,BREMUSEET,NO,+61.430,6.77,3.0,20060201.0,2025-03-10,
013360,99999,BULKEN,NO,+60.650,+006.217,328.0,19730101.0,20250310.0,,
013370,99999,VOSSEVANGEN,NO,+60.633,+006.433,55.0,20050218.0,20250310.0,,
013380,99999,VANGSNES,NO,+61.167,+006.650,51.0,20040706.0,20250310.0,,
013390,99999,VANGSNES,NO,+61.167,+006.650,53.0,19730101.0,20011102.0,,
013400,99999,FET,I,EIDFJORD,NO,60.42,7.28,737.0,2005-07-26,2025-03-10
013410,99999,EIDFJORD-BU,NO,+60.467,+006.867,166.0,19830101.0,19971231.0,,
013420,99999,ULLENSVANG,NO,+60.317,+006.650,12.0,19730101.0,20250310.0,,
013440,99999,MJOLFJELL,NO,+60.700,+006.950,695.0,19730101.0,20250310.0,,
013450,99999,KLEVAVATNET,NO,+60.717,+007.217,960.0,19731007.0,20250310.0,,
013460,99999,MIDTSTOVA,NO,+60.650,+007.267,1162.0,20111125.0,20250310.0,,
013470,99999,SOGNDAL,HAUKASEN,NO,ENSG,61.156,7.137,511.0,1985-01-18,2025-03-10
013471,99999,SOGNDAL/HAUKASEN,NO,ENSG,+61.167,7.133,498.0,19840801.0,1984-12-17,
013500,99999,FINSEVATN,NO,+60.600,+007.533,1208.0,20030330.0,20250310.0,,
013510,99999,FINSE,III,NO,+60.600,7.5,1224.0,19730102.0,2001-12-10,
013520,99999,SANDHAUG,NO,+60.183,+007.483,1250.0,20040107.0,20250310.0,,
013550,99999,LAERDAL,IV,NO,+61.100,7.5,5.0,19730101.0,2025-03-10,
013560,99999,FANNARAKI,FO,+61.517,+007.900,2062.0,19881125.0,20140827.0,,
013570,99999,HOLLEKOLTEN,NO,+60.867,+008.517,804.2,19730101.0,20250310.0,,
013580,99999,HEMSEDAL,II,NO,+60.850,8.6,604.0,20110929.0,2025-03-07,
013590,99999,GEILO-OLDEBRATEN,NO,+60.533,+008.200,773.0,19730101.0,20250310.0,,
013591,99999,HAUGASTOL,NO,+60.517,+007.867,988.0,20070307.0,20070307.0,,
013600,99999,BRATA-SLETTOM,NO,+61.900,+007.900,664.0,19730101.0,20250310.0,,
013610,99999,GROTLI,III,NO,+62.017,7.667,872.0,19730101.0,2025-03-10,
013620,99999,JUVVASSHOE,NO,+61.667,+008.367,1894.0,20090626.0,20250307.0,,
013630,99999,19730101,19740906,,,,,,,
013640,99999,FILEFJELL,NO,+61.183,+008.117,955.1,19490101.0,20250310.0,,
013650,99999,BEITOSTOLEN,II,NO,+61.251,8.917,965.0,19730404.0,2025-03-10,
013660,99999,SOGNEFJELL,NO,+61.567,+008.000,1413.0,19790301.0,20250310.0,,
013670,99999,FAGERNES,NO,+60.983,+009.217,365.4,19821001.0,20250310.0,,
013671,99999,BEITOSTOLEN,NO,+61.233,+008.933,828.0,19730101.0,19801105.0,,
013680,99999,LEIRIN,NO,ENFG,+61.016,9.288,822.0,19881014.0,2025-03-07,
013690,99999,ABJORSBRATEN,NO,+60.917,+009.283,639.0,19881001.0,20171230.0,,
013700,99999,SKABU,NO,+61.517,+009.400,928.0,19730101.0,20250310.0,,
013710,99999,LOKEN,I,VOLBU,NO,61.117,9.067,521.0,1973-01-01,2025-03-10
013720,99999,NESBYEN-SKOGLUND,NO,+60.567,+009.133,167.0,19730101.0,19971231.0,,
013730,99999,NESBYEN-TODOKK,NO,+60.567,+009.133,166.0,19730101.0,20250310.0,,
013740,99999,VEST-TORPA,II,NO,+60.933,10.033,542.0,19810501.0,2025-03-07,
013741,99999,19730101,19790810,,,,,,,
013743,99999,FAGERNES/LEIRIN,&,NO,+61.000,9.3,822.0,19880105.0,1988-09-13,
013750,99999,KVITFJELL,NO,+61.467,+010.133,1028.0,19730101.0,20250310.0,,
013755,99999,GULLFAX,(PLATFORM),NO,ENGC,61.033,2.033,10.0,1989-11-15,2025-03-10
013760,99999,GULSVIK,II,NO,+60.383,9.6,142.0,19730101.0,2025-03-10,
013780,99999,LILLEHAMMER-SAETHERENGEN,NO,+61.100,+010.467,239.0,19730101.0,20250310.0,,
013790,99999,SOR-NESSET,NO,+61.883,+010.150,739.0,19730101.0,20051209.0,,
013800,99999,VENABU,NO,+61.650,+010.117,930.0,19850110.0,20250310.0,,
013801,99999,KITTILBU,NO,+61.167,+009.967,816.0,19741114.0,19840827.0,,
013810,99999,APELSVOLL,NO,+60.700,+010.867,264.0,20111003.0,20250307.0,,
013820,99999,KISE,NO,+60.767,+010.800,128.0,19730101.0,20250310.0,,
013830,99999,EVENSTAD-DIH,NO,+61.400,+011.080,255.0,19730101.0,20250310.0,,
013840,99999,GARDERMOEN,NO,ENGM,+60.194,11.1,207.6,19400511.0,2025-03-10,
013850,99999,HAMER,NO,+60.817,+011.067,222.3,20061024.0,20250310.0,,
013860,99999,HAMAR,II,NO,+60.800,11.1,132.0,20090701.0,2025-03-10,
